time,x,y,z,yaw,linx,liny,linz,yaw_rate,xd,yd,zd,yawd,vxd,vyd,vzd,wyawd,cmd_linx,cmd_liny,cmd_linz,cmd_angz
1770498922.645199,-0.729452,-0.764547,1.790510,-3.013070,-0.028516,-0.061444,-0.080335,0.247660,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1770498922.678556,-0.720910,-0.761588,1.784474,-2.995044,-0.037866,-0.062185,-0.083164,0.261010,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1770498922.711939,-0.716693,-0.760107,1.782823,-2.977381,-0.041838,-0.061909,-0.081668,0.280112,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1770498922.745180,-0.706767,-0.757342,1.773777,-2.959046,-0.052642,-0.062019,-0.088553,0.296136,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1770498922.778567,-0.701696,-0.756029,1.769539,-2.940731,-0.057362,-0.061314,-0.090180,0.316502,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1770498922.812039,-0.701696,-0.756029,1.769539,-2.940731,-0.057362,-0.061314,-0.090180,0.316502,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1770498922.845318,-0.690344,-0.753592,1.766940,-2.921784,-0.068814,-0.060268,-0.088777,0.330704,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1770498922.878558,-0.684523,-0.752206,1.758191,-2.903133,-0.074255,-0.059351,-0.095959,0.349683,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1770498922.911891,-0.672114,-0.749874,1.753688,-2.884231,-0.086835,-0.057739,-0.097312,0.369879,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1770498922.945323,-0.664084,-0.748072,1.750674,-2.864412,-0.092813,-0.055817,-0.095506,0.371089,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1770498922.978545,-0.649670,-0.745926,1.741269,-2.845710,-0.106891,-0.052906,-0.102374,0.382715,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1770498923.012014,-0.642383,-0.744855,1.736817,-2.826853,-0.112467,-0.050794,-0.103850,0.398178,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1770498923.045246,-0.638472,-0.744247,1.734557,-2.807937,-0.113958,-0.049125,-0.102851,0.412452,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1770498923.078559,-0.638472,-0.744247,1.734557,-2.807937,-0.113958,-0.049125,-0.102851,0.412452,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1770498923.112028,-0.620561,-0.742010,1.725347,-2.788827,-0.130459,-0.044441,-0.108873,0.416903,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1770498923.145282,-0.603410,-0.739994,1.720509,-2.770688,-0.146282,-0.039405,-0.110212,0.428751,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1770498923.178575,-0.593252,-0.738718,1.717782,-2.752291,-0.153273,-0.035934,-0.108898,0.434167,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1770498923.211919,-0.573914,-0.736799,1.707688,-2.734230,-0.169959,-0.029419,-0.115926,0.435324,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.598976,0.285447,-0.180735,0.260954
1770498923.245144,-0.564009,-0.735901,1.702914,-2.716821,-0.176002,-0.025609,-0.117197,0.439682,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.587540,0.291950,-0.181214,0.254096
1770498923.278616,-0.564009,-0.735901,1.702914,-2.716821,-0.176002,-0.025609,-0.117197,0.439682,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.575928,0.298622,-0.181640,0.246350
1770498923.311851,-0.542664,-0.734210,1.699663,-2.699240,-0.191989,-0.017185,-0.114574,0.431391,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.565477,0.304626,-0.182023,0.239378
1770498923.345154,-0.532304,-0.733274,1.689842,-2.682965,-0.197005,-0.013225,-0.121435,0.426784,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.553489,0.310353,-0.182119,0.231368
1770498923.378521,-0.511611,-0.732025,1.685152,-2.667248,-0.212475,-0.004414,-0.121681,0.423354,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.541495,0.316211,-0.182493,0.222483
1770498923.411920,-0.511611,-0.732025,1.685152,-2.667248,-0.212475,-0.004414,-0.121681,0.423354,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.528218,0.321573,-0.182752,0.212814
1770498923.445289,-0.496457,-0.731021,1.681979,-2.651589,-0.218393,0.001808,-0.118249,0.408457,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.516269,0.326399,-0.182986,0.204111
1770498923.478536,-0.474907,-0.729922,1.671680,-2.637371,-0.232079,0.011233,-0.124433,0.396392,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.504181,0.331112,-0.182890,0.194496
1770498923.511880,-0.465779,-0.729796,1.667746,-2.624302,-0.234763,0.015397,-0.124783,0.394275,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.491061,0.335236,-0.183031,0.184202
1770498923.545337,-0.465779,-0.729796,1.667746,-2.624302,-0.234763,0.015397,-0.124783,0.394275,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.478416,0.339308,-0.183103,0.173459
1770498923.578585,-0.443878,-0.729307,1.665200,-2.611424,-0.248402,0.026097,-0.122100,0.384680,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.467036,0.342973,-0.183167,0.163790
1770498923.611881,-0.432360,-0.728805,1.655700,-2.599915,-0.252621,0.030848,-0.128982,0.376833,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.454612,0.345845,-0.182984,0.153587
1770498923.645297,-0.407662,-0.728186,1.650422,-2.589039,-0.267943,0.042937,-0.129437,0.363886,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.442431,0.348635,-0.183110,0.143071
1770498923.678581,-0.395745,-0.728108,1.648276,-2.579326,-0.271356,0.048358,-0.127149,0.353771,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.429138,0.350419,-0.183146,0.132319
1770498923.712008,-0.371007,-0.727972,1.638186,-2.570286,-0.286529,0.060850,-0.134194,0.341174,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.416351,0.351987,-0.182972,0.121512
1770498923.745257,-0.371007,-0.727972,1.638186,-2.570286,-0.286529,0.060850,-0.134194,0.341174,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.402618,0.352459,-0.183104,0.110723
1770498923.778559,-0.355566,-0.728378,1.632458,-2.562324,-0.292310,0.068291,-0.136120,0.328690,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.390258,0.352883,-0.183222,0.101013
1770498923.811974,-0.330288,-0.728106,1.630030,-2.555116,-0.305517,0.080808,-0.132814,0.311875,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.378114,0.352827,-0.183345,0.091343
1770498923.845345,-0.318211,-0.728334,1.620601,-2.549067,-0.307712,0.085717,-0.139474,0.297280,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.365261,0.351722,-0.183170,0.081761
1770498923.878578,-0.318211,-0.728334,1.620601,-2.549067,-0.307712,0.085717,-0.139474,0.297280,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.353175,0.350488,-0.183285,0.072416
1770498923.911895,-0.289426,-0.728839,1.613800,-2.543461,-0.320247,0.099894,-0.139905,0.277687,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.342297,0.349376,-0.183388,0.064005
1770498923.945311,-0.274882,-0.728916,1.611807,-2.538921,-0.319299,0.104551,-0.134756,0.258357,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.330772,0.346955,-0.183368,0.055690
1770498923.978547,-0.250224,-0.730133,1.602655,-2.535291,-0.331707,0.117753,-0.140954,0.242394,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.320318,0.344480,-0.182943,0.047576
1770498924.012069,-0.250224,-0.730133,1.602655,-2.535291,-0.331707,0.117753,-0.140954,0.242394,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.309312,0.340773,-0.182802,0.039799
1770498924.045223,-0.233962,-0.731125,1.597033,-2.532192,-0.334629,0.124682,-0.141939,0.225704,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.299407,0.337436,-0.182676,0.032800
1770498924.078537,-0.205489,-0.731847,1.594614,-2.529770,-0.345681,0.138094,-0.137443,0.207792,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.289377,0.333226,-0.182512,0.026064
1770498924.112017,-0.205489,-0.731847,1.594614,-2.529770,-0.345681,0.138094,-0.137443,0.207792,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.277720,0.327024,-0.181994,0.019589
1770498924.145373,-0.189001,-0.732923,1.585054,-2.528055,-0.344825,0.143206,-0.141902,0.190284,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.267229,0.321442,-0.181528,0.013762
1770498924.178561,-0.164484,-0.734329,1.580491,-2.526975,-0.355033,0.155521,-0.141910,0.174023,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.257148,0.315297,-0.181217,0.008174
1770498924.211887,-0.149481,-0.734975,1.577774,-2.526349,-0.352954,0.159124,-0.137893,0.157853,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.245769,0.307435,-0.180838,0.002907
1770498924.245338,-0.149481,-0.734975,1.577774,-2.526349,-0.352954,0.159124,-0.137893,0.157853,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.235102,0.299415,-0.180155,-0.002066
1770498924.278577,-0.125235,-0.737226,1.569329,-2.526273,-0.362304,0.171569,-0.142978,0.142264,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.225502,0.292197,-0.179540,-0.006542
1770498924.311855,-0.110224,-0.737978,1.563923,-2.526615,-0.363272,0.176171,-0.143820,0.127175,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.214718,0.283207,-0.179161,-0.010710
1770498924.345193,-0.083471,-0.739984,1.561586,-2.527364,-0.375969,0.190350,-0.141781,0.112239,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.204236,0.273968,-0.178760,-0.014564
1770498924.378541,-0.068349,-0.741112,1.551857,-2.528459,-0.377694,0.195297,-0.148567,0.097932,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.192105,0.262804,-0.178205,-0.018076
1770498924.411981,-0.037846,-0.743354,1.546341,-2.529882,-0.390372,0.210001,-0.148933,0.084792,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.180333,0.251473,-0.177970,-0.021256
1770498924.445308,-0.023329,-0.744684,1.544077,-2.531559,-0.390699,0.214224,-0.146233,0.071639,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.166835,0.238140,-0.177661,-0.024123
1770498924.478549,0.004086,-0.747119,1.534731,-2.533473,-0.403026,0.227934,-0.152726,0.058780,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.154029,0.224904,-0.177143,-0.026664
