time,ksp_x,ksd_x,kp_x,error_x,osc_x,ksp_y,ksd_y,kp_y,error_y,osc_y,ksp_z,ksd_z,kp_z,error_z,osc_z,ksp_psi,ksd_psi,kp_psi,error_psi,osc_psi
1770505472.6738648,0.6,1.5,0.3,0.0,0.0,0.6,1.5,0.3,0.0,0.0,2.5,5.5,0.8,0.0,0.0,3.0,7.5,0.6,0.0,0.0
1770505482.6740918,0.6125999999999999,1.5,0.309,0.15308294639286904,0,0.6125999999999999,1.5,0.309,0.7047295623581284,0,2.5,5.632,0.776,0.030944079457897247,1,3.0629999999999997,7.5,0.618,0.4259724578978629,0
1770505492.6740022,0.6254645999999998,1.5,0.31827,0.6872591922123102,1,0.6254645999999998,1.5,0.31827,0.17658137188927645,0,2.5,5.767168,0.7527200000000001,0.04643473302549558,1,3.1273229999999996,7.5,0.63654,4.844167783203709,0
1770505502.6741304,0.6254645999999998,1.536,0.3087219,0.28683653536242637,0,0.6385993565999998,1.5,0.3278181,0.28669337544150686,2,2.5,5.905580032,0.7301384000000001,0.02101535458953619,1,3.1929967829999994,7.5,0.6556362,1.6835007801894022,0
1770505512.6737804,0.6385993565999998,1.536,0.31798355700000003,0.31299616713293005,1,0.6520099430885997,1.5,0.33765264300000003,0.38039487315814996,1,2.5,5.905580032,0.7301384000000001,0.014962543752183291,2,3.1929967829999994,7.68,0.635967114,0.05699491627628229,0
1770505522.6739771,0.6520099430885997,1.536,0.32752306371000006,0.6452486199364572,0,0.6520099430885997,1.5,0.33765264300000003,0.07148004641416765,1,2.5,6.0473139527679995,0.708234248,0.020346123461035936,1,3.260049715442999,7.68,0.65504612742,0.13408829520712867,0
1770505532.6740453,0.6657021518934603,1.536,0.33734875562130007,0.15290196165005038,0,0.6657021518934603,1.5,0.34778222229000005,0.6947600133144508,0,2.5,6.192449487634431,0.68698722056,0.02840759624461516,1,3.3285107594673016,7.68,0.6746975112426,0.3832638697263811,0
1770505542.673939,0.6796818970832229,1.536,0.3474692182899391,0.7147769793990371,1,0.6796818970832229,1.5,0.35821568895870004,0.17389408194289246,0,2.5,6.3410682753376575,0.6663776039431999,0.04992276720980502,1,3.3984094854161144,7.68,0.6949384365798781,4.929128571414479,0
1770505552.674057,0.6796818970832229,1.572864,0.3370451417412409,0.2790335546548145,0,0.6939552169219705,1.5,0.36896215962746104,0.28662215982887135,4,2.5,6.493253913945761,0.6463862758249039,0.02374326401830453,1,3.4697760846098524,7.68,0.7157865896772745,1.6767986484702462,0
1770505562.6737502,0.6939552169219705,1.572864,0.34715649599347814,0.31224598723348135,1,0.7085282764773319,1.5,0.3800310244162849,0.3777210422582496,3,2.5,6.493253913945761,0.6463862758249039,0.014014098672160791,2,3.4697760846098524,7.86432,0.6943129919869563,0.05342242989557568,0
1770505572.6737568,0.7085282764773319,1.572864,0.3575711908732825,0.6563922978632012,0,0.7085282764773319,1.5,0.3800310244162849,0.07793669008643643,1,2.5,6.649092007880459,0.6269946875501567,0.02219972880353536,1,3.542641382386659,7.86432,0.715142381746565,0.13708196883626134,0
1770505582.6739838,0.7234073702833558,1.572864,0.368298326599481,0.162030291780669,0,0.7234073702833558,1.5,0.39143195514877344,0.6966857903619265,0,2.5,6.808670216069591,0.608184846923652,0.028238873549836133,1,3.6170368514167786,7.86432,0.736596653198962,0.38386391418135407,0
1770505592.6738553,0.7385989250593061,1.572864,0.3793472763974654,0.6959080536986603,1,0.7385989250593061,1.5,0.40317491380323667,0.1771918594928253,0,2.5,6.972078301255261,0.5899393015159424,0.04391579704851076,1,3.6929946252965307,7.86432,0.7586945527949308,4.8628703174243535,0
1770505602.6739452,0.7385989250593061,1.610612736,0.3679668581055414,0.2804609872371876,0,0.7541095024855515,1.5,0.4152701612173338,0.28934083583539955,2,2.5,7.139408180485388,0.5722411224704641,0.02226225165299222,1,3.7705475124277577,7.86432,0.7814553893787788,1.5940282632165979,0
1770505612.6737356,0.7541095024855515,1.610612736,0.37900586384870766,0.30991403198858675,1,0.7699458020377481,1.5,0.42772826605385383,0.3767982634845341,1,2.5,7.139408180485388,0.5722411224704641,0.014396050968908097,2,3.7705475124277577,8.053063680000001,0.7580117276974154,0.054956328253163204,0
