time,ksp_x,ksd_x,kp_x,ksp_y,ksd_y,kp_y,ksp_z,ksd_z,kp_z,ksp_psi,ksd_psi,kp_psi,kd_x,kd_y,kd_z,kd_psi,error_x,error_y
1770507850.568894,0.7589619528892414,8.0,0.32,0.6509819560750111,8.0,0.5680999999999999,1.8,4.5,0.6,3.0,5.5,0.7,0.0,0.0,0.0,0.0,0.7200452190101875,0.22010337124218135
1770507860.5688899,0.7589619528892414,8.0,0.32,0.6509819560750111,8.0,0.5680999999999999,1.8,4.5,0.6,3.0,5.5,0.7,0.0,0.0,0.0,0.0,0.41453706067531254,0.21517941011779484
1770507870.5688133,0.7589619528892414,8.0,0.32,0.6249426778320106,8.0,0.5680999999999999,1.8,4.5,0.6,3.0,5.5,0.7,0.0,0.0,0.0,0.0,0.38258284104890466,0.16793479272944653
1770507880.5688455,0.7589619528892414,8.0,0.32,0.6249426778320106,8.0,0.5680999999999999,1.8,4.5,0.6,3.0,5.5,0.7,0.0,0.0,0.0,0.0,0.4433105510706401,0.343053354847265
1770507890.568951,0.7589619528892414,8.0,0.32,0.5999449707187302,8.0,0.5680999999999999,1.8,4.5,0.6,3.0,5.5,0.7,0.0,0.0,0.0,0.0,0.2831515885414737,0.5332103693795522
1770507900.568926,0.7286034747736717,8.0,0.32,0.5999449707187302,8.0,0.5680999999999999,1.8,4.5,0.6,3.0,5.5,0.7,0.0,0.0,0.0,0.0,0.6899505414224358,0.2002256231381936
1770507910.5689662,0.7286034747736717,8.0,0.32,0.5999449707187302,8.0,0.5680999999999999,1.8,4.5,0.6,3.0,5.5,0.7,0.0,0.0,0.0,0.0,0.41527187365976054,0.29318510852055807
1770507920.5688007,0.7286034747736717,8.0,0.32,0.575947171889981,8.0,0.5680999999999999,1.8,4.5,0.6,3.0,5.5,0.7,0.0,0.0,0.0,0.0,0.42074435644884045,0.18498557167280172
1770507930.5688524,0.7286034747736717,8.0,0.32,0.575947171889981,8.0,0.5680999999999999,1.8,4.5,0.6,3.0,5.5,0.7,0.0,0.0,0.0,0.0,0.5510339431310882,0.260118043152002
1770507940.568908,0.7286034747736717,8.0,0.32,0.575947171889981,8.0,0.5680999999999999,1.8,4.5,0.6,3.0,5.5,0.7,0.0,0.0,0.0,0.0,0.26381952275466014,0.4355275913519489
1770507950.5689776,0.6994593357827248,8.0,0.32,0.575947171889981,8.0,0.5680999999999999,1.8,4.5,0.6,3.0,5.5,0.7,0.0,0.0,0.0,0.0,0.6806760746639313,0.16644231115757563
1770507960.5688856,0.6994593357827248,8.0,0.32,0.575947171889981,8.0,0.5680999999999999,1.8,4.5,0.6,3.0,5.5,0.7,0.0,0.0,0.0,0.0,0.279922631195659,0.24646148009590196
1770507970.5688138,0.6994593357827248,8.0,0.32,0.575947171889981,8.0,0.5680999999999999,1.8,4.5,0.6,3.0,5.5,0.7,0.0,0.0,0.0,0.0,0.389684102259222,0.24780026700217428
1770507980.5688643,0.6994593357827248,8.0,0.32,0.575947171889981,8.0,0.5680999999999999,1.8,4.5,0.6,3.0,5.5,0.7,0.0,0.0,0.0,0.0,0.4249638962311829,0.309642271590867
1770507990.5690906,0.6994593357827248,8.0,0.32,0.5529092850143817,8.0,0.5680999999999999,1.8,4.5,0.6,3.0,5.5,0.7,0.0,0.0,0.0,0.0,0.2355308026388298,0.4808462583029149
1770508000.5687487,0.6714809623514157,8.0,0.32,0.5529092850143817,8.0,0.5680999999999999,1.8,4.5,0.6,3.0,5.5,0.7,0.0,0.0,0.0,0.0,0.5882421320000172,0.2008940357437731
1770508010.5692573,0.6714809623514157,8.0,0.32,0.5529092850143817,8.0,0.5680999999999999,1.8,4.5,0.6,3.0,5.5,0.7,0.0,0.0,0.0,0.0,0.2964440162328206,0.31486099385073657
1770508020.5688808,0.6714809623514157,8.0,0.32,0.5529092850143817,8.0,0.5680999999999999,1.8,4.5,0.6,3.0,5.5,0.7,0.0,0.0,0.0,0.0,0.49608501575638797,0.24996835574625023
1770508030.5687814,0.6714809623514157,8.0,0.32,0.5529092850143817,8.0,0.5680999999999999,1.8,4.5,0.6,3.0,5.5,0.7,0.0,0.0,0.0,0.0,0.6285987319292521,0.2279436568139884
