time,x,y,z,yaw,linx,liny,linz,yaw_rate,xd,yd,zd,yawd,vxd,vyd,vzd,wyawd,cmd_linx,cmd_liny,cmd_linz,cmd_angz
1770093709.808000,-0.813368,0.827028,1.454549,2.602612,-0.043122,0.005010,0.044378,0.008599,-0.750000,0.750000,1.469185,2.617994,0.000000,0.000000,0.000000,0.000000,-0.100260,0.019641,0.031336,0.007056
1770093709.841491,-0.809726,0.824413,1.456464,2.603176,-0.048925,0.002564,0.045580,0.009122,-0.750000,0.750000,1.469185,2.617994,0.000000,0.000000,0.000000,0.000000,-0.095324,0.020121,0.031180,0.006936
1770093709.874743,-0.804175,0.820277,1.457179,2.603655,-0.057086,0.001465,0.045664,0.009932,-0.750000,0.750000,1.469185,2.617994,0.000000,0.000000,0.000000,0.000000,-0.090158,0.020678,0.031003,0.006806
1770093709.908051,-0.800698,0.817752,1.457699,2.604177,-0.062158,-0.000433,0.045241,0.010419,-0.750000,0.750000,1.469185,2.617994,0.000000,0.000000,0.000000,0.000000,-0.084439,0.021191,0.030812,0.006671
1770093709.941381,-0.795290,0.813647,1.459172,2.604628,-0.069838,-0.001222,0.046306,0.011137,-0.750000,0.750000,1.469185,2.617994,0.000000,0.000000,0.000000,0.000000,-0.078627,0.021742,0.030592,0.006530
1770093709.974764,-0.791909,0.811142,1.460094,2.605110,-0.074437,-0.002636,0.046495,0.011624,-0.750000,0.750000,1.469185,2.617994,0.000000,0.000000,0.000000,0.000000,-0.072365,0.022225,0.030374,0.006386
1770093710.008119,-0.785839,0.806516,1.460653,2.605573,-0.082704,-0.003727,0.046099,0.011819,-0.750000,0.750000,1.469185,2.617994,0.000000,0.000000,0.000000,0.000000,-0.066100,0.022715,0.030141,0.006237
1770093710.041358,-0.782253,0.803839,1.462401,2.606012,-0.087137,-0.005338,0.047083,0.011849,-0.750000,0.750000,1.469185,2.617994,0.000000,0.000000,0.000000,0.000000,-0.059325,0.023152,0.029883,0.006086
1770093710.074726,-0.776238,0.799171,1.463287,2.606429,-0.094922,-0.006320,0.046979,0.011828,-0.750000,0.750000,1.469185,2.617994,0.000000,0.000000,0.000000,0.000000,-0.052585,0.023609,0.029612,0.005934
1770093710.108049,-0.772873,0.796609,1.463737,2.606833,-0.098664,-0.007785,0.046308,0.011759,-0.750000,0.750000,1.469185,2.617994,0.000000,0.000000,0.000000,0.000000,-0.045412,0.024002,0.029319,0.005781
1770093710.141450,-0.767341,0.792196,1.465263,2.607210,-0.105580,-0.008382,0.047118,0.011778,-0.750000,0.750000,1.469185,2.617994,0.000000,0.000000,0.000000,0.000000,-0.038378,0.024408,0.028998,0.005627
1770093710.174683,-0.764103,0.789680,1.466112,2.607591,-0.108907,-0.009566,0.046992,0.011730,-0.750000,0.750000,1.469185,2.617994,0.000000,0.000000,0.000000,0.000000,-0.031037,0.024728,0.028673,0.005475
1770093710.208040,-0.758502,0.785156,1.466541,2.607953,-0.115573,-0.010087,0.046340,0.011642,-0.750000,0.750000,1.469185,2.617994,0.000000,0.000000,0.000000,0.000000,-0.023888,0.025048,0.028332,0.005323
1770093710.241385,-0.755116,0.782504,1.468190,2.608312,-0.118603,-0.011315,0.047055,0.011430,-0.750000,0.750000,1.469185,2.617994,0.000000,0.000000,0.000000,0.000000,-0.016449,0.025279,0.027970,0.005173
1770093710.274772,-0.750187,0.778328,1.468832,2.608626,-0.124406,-0.011405,0.046844,0.011430,-0.750000,0.750000,1.469185,2.617994,0.000000,0.000000,0.000000,0.000000,-0.009213,0.025518,0.027597,0.005024
