time,ksp_x,ksd_x,kp_x,error_x,osc_x,ksp_y,ksd_y,kp_y,error_y,osc_y,ksp_z,ksd_z,kp_z,error_z,osc_z,ksp_psi,ksd_psi,kp_psi,error_psi,osc_psi
1770504714.751666,0.6,1.5,0.3,0.0,0.0,0.6,1.5,0.3,0.0,0.0,1.8,4.5,0.6,0.0,0.0,3.0,5.5,0.8,0.0,0.0
1770504717.751739,0.6209999999999999,1.5,0.315,0.8483214199786131,0,0.6,1.5,0.3,0.03751783344692411,0,1.8,4.5,0.6,0.013725005476588064,1,3.0,5.5,0.8,0.06234845270632553,0
1770504720.7516408,0.6427349999999998,1.5,0.33075000000000004,0.5348323968510139,0,0.6,1.5,0.3,0.021667275732351287,0,1.8,4.5,0.6,0.0014826045850873696,0,3.0,5.5,0.8,0.014566682792885649,0
1770504723.7518876,0.6652307249999998,1.5,0.3472875000000001,0.2934076485432954,0,0.6209999999999999,1.5,0.315,0.3020104822371916,0,1.8,4.5,0.6,0.06514019537915537,0,3.0,5.5,0.8,0.07489872386422147,0
1770504726.7517674,0.6885138003749998,1.5,0.3646518750000001,0.1609550525942837,0,0.6427349999999998,1.5,0.33075000000000004,1.1611214724560424,0,1.8,4.635,0.57,0.03789278395598976,0,3.1049999999999995,5.5,0.8400000000000001,1.3410621790528479,0
1770504729.7517002,0.7126117833881247,1.5,0.38288446875000015,0.08483405333004641,0,0.6652307249999998,1.5,0.3472875000000001,0.753724197234842,0,1.8,4.635,0.57,0.0033867541369088563,1,3.1049999999999995,5.5,0.8400000000000001,0.007412050094458807,0
1770504732.7516613,0.7126117833881247,1.5,0.38288446875000015,0.038933205974195986,0,0.6885138003749998,1.5,0.3646518750000001,0.4187840729307438,0,1.8,4.635,0.57,0.0011170788647062249,0,3.1049999999999995,5.5,0.8400000000000001,0.0014020100985494307,0
1770504735.7518985,0.737553195806709,1.5,0.4020286921875002,1.0127288617567927,1,0.7126117833881247,1.5,0.38288446875000015,0.23650313194605338,0,1.8,4.77405,0.5415,0.14326969581260082,0,3.2136749999999994,5.5,0.8820000000000001,4.823223793721578,0
1770504738.7516713,0.7633675576599437,1.5,0.4221301267968752,0.850295466091517,0,0.737553195806709,1.5,0.4020286921875002,0.1116631010220849,0,1.8,4.9172715,0.5144249999999999,0.011408017676306715,1,3.326153624999999,5.5,0.9261000000000001,6.293899574513071,0
1770504741.7519248,0.7900854221780417,1.5,0.443236633136719,0.5187160859127684,0,0.737553195806709,1.5,0.4020286921875002,0.05519666669352606,0,1.8,4.9172715,0.5144249999999999,0.0023045424236430166,0,3.4425690018749986,5.5,0.9724050000000002,6.285632085435567,0
