time,x,y,z,yaw,linx,liny,linz,yaw_rate,xd,yd,zd,yawd,vxd,vyd,vzd,wyawd,cmd_linx,cmd_liny,cmd_linz,cmd_angz
1770509738.897391,-0.753802,-0.770512,1.850626,3.140483,0.000821,0.035409,-0.009975,0.000444,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1770509738.930820,-0.753794,-0.770317,1.850640,3.140507,0.000899,0.030377,-0.010051,0.000457,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1770509738.964168,-0.753794,-0.770317,1.850640,3.140507,0.000899,0.030377,-0.010051,0.000457,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1770509738.997437,-0.753737,-0.769634,1.850713,3.140528,0.000903,0.025986,-0.010034,0.000474,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1770509739.030776,-0.753689,-0.769288,1.850716,3.140552,0.000923,0.021575,-0.010094,0.000488,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.002531,-0.048091,0.000568,0.000330
1770509739.064167,-0.753662,-0.768977,1.850727,3.140575,0.000965,0.017311,-0.010138,0.000495,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.002541,-0.045941,0.000550,0.000326
1770509739.097479,-0.753604,-0.768424,1.850739,3.140596,0.000968,0.013085,-0.010170,0.000501,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.002552,-0.043668,0.000533,0.000322
1770509739.130754,-0.753574,-0.768051,1.850770,3.140618,0.001006,0.008919,-0.010173,0.000503,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.002558,-0.041275,0.000518,0.000317
1770509739.164135,-0.753512,-0.767446,1.850806,3.140637,0.000993,0.005317,-0.010157,0.000510,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.002566,-0.038787,0.000499,0.000312
1770509739.197387,-0.753479,-0.767062,1.850814,3.140658,0.001015,0.001933,-0.010169,0.000516,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.002568,-0.036244,0.000479,0.000307
1770509739.230826,-0.753413,-0.766459,1.850856,3.140677,0.000992,-0.001272,-0.010132,0.000525,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.002570,-0.033681,0.000459,0.000302
1770509739.264167,-0.753377,-0.766085,1.850881,3.140696,0.000999,-0.003973,-0.010111,0.000535,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.002567,-0.031099,0.000435,0.000297
1770509739.297393,-0.753305,-0.765413,1.850865,3.140717,0.000979,-0.007621,-0.010135,0.000533,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.002562,-0.028553,0.000411,0.000291
1770509739.330726,-0.753265,-0.765023,1.850905,3.140734,0.000985,-0.010350,-0.010085,0.000532,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.002553,-0.025951,0.000392,0.000285
1770509739.364180,-0.753189,-0.764398,1.850924,3.140752,0.000947,-0.013189,-0.010056,0.000533,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.002543,-0.023382,0.000368,0.000279
1770509739.397429,-0.753147,-0.764019,1.850937,3.140770,0.000946,-0.015563,-0.010030,0.000535,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.002528,-0.020823,0.000345,0.000273
1770509739.430840,-0.753065,-0.763366,1.850951,3.140787,0.000905,-0.018383,-0.009997,0.000532,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.002511,-0.018321,0.000322,0.000267
1770509739.464176,-0.753065,-0.763366,1.850951,3.140787,0.000905,-0.018383,-0.009997,0.000532,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.002489,-0.015821,0.000299,0.000261
1770509739.497401,-0.752933,-0.762238,1.850922,3.140822,0.000852,-0.023301,-0.009993,0.000531,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.002469,-0.013572,0.000278,0.000255
1770509739.530816,-0.752933,-0.762238,1.850922,3.140822,0.000852,-0.023301,-0.009993,0.000531,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.002440,-0.011116,0.000263,0.000249
1770509739.564181,-0.752863,-0.761888,1.851009,3.140836,0.000827,-0.025563,-0.009861,0.000515,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.002414,-0.008907,0.000250,0.000243
1770509739.597438,-0.752783,-0.761288,1.850998,3.140851,0.000788,-0.027985,-0.009839,0.000506,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.002386,-0.006729,0.000225,0.000237
1770509739.630877,-0.752738,-0.760958,1.851005,3.140866,0.000785,-0.029890,-0.009795,0.000497,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.002353,-0.004554,0.000204,0.000232
1770509739.664228,-0.752645,-0.760412,1.851020,3.140880,0.000728,-0.031962,-0.009736,0.000490,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.002320,-0.002436,0.000184,0.000227
1770509739.697435,-0.752593,-0.760027,1.851018,3.140895,0.000723,-0.033932,-0.009689,0.000478,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.002282,-0.000344,0.000163,0.000222
1770509739.730824,-0.752493,-0.759484,1.851022,3.140908,0.000662,-0.035962,-0.009631,0.000466,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.002245,0.001708,0.000144,0.000217
1770509739.764071,-0.752438,-0.759139,1.851030,3.140922,0.000655,-0.037731,-0.009563,0.000453,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.002201,0.003736,0.000125,0.000212
1770509739.797447,-0.752333,-0.758655,1.851039,3.140934,0.000590,-0.039527,-0.009492,0.000440,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.002159,0.005714,0.000107,0.000208
1770509739.830910,-0.752279,-0.758420,1.851053,3.140947,0.000577,-0.040836,-0.009417,0.000431,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.002110,0.007654,0.000088,0.000204
1770509739.864202,-0.752279,-0.758420,1.851053,3.140947,0.000577,-0.040836,-0.009417,0.000431,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.002062,0.009512,0.000069,0.000200
1770509739.897550,-0.752170,-0.758128,1.851091,3.140959,0.000505,-0.042204,-0.009310,0.000421,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.002019,0.011184,0.000051,0.000196
1770509739.930825,-0.752116,-0.757730,1.851065,3.140971,0.000499,-0.043665,-0.009269,0.000411,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.001970,0.012808,0.000030,0.000193
1770509739.964131,-0.752011,-0.757449,1.851080,3.140982,0.000423,-0.044736,-0.009190,0.000404,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.001922,0.014400,0.000013,0.000189
1770509739.997446,-0.751950,-0.757147,1.851069,3.140995,0.000410,-0.045939,-0.009125,0.000395,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.001868,0.015929,-0.000005,0.000186
1770509740.030798,-0.751835,-0.756810,1.851067,3.141006,0.000337,-0.047131,-0.009045,0.000383,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.001814,0.017412,-0.000021,0.000183
1770509740.064216,-0.751835,-0.756810,1.851067,3.141006,0.000337,-0.047131,-0.009045,0.000383,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.001755,0.018855,-0.000036,0.000180
1770509740.097579,-0.751752,-0.756593,1.851074,3.141018,0.000319,-0.048304,-0.008930,0.000367,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.001702,0.020153,-0.000049,0.000177
1770509740.130740,-0.751643,-0.756279,1.851060,3.141029,0.000262,-0.049394,-0.008843,0.000352,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.001648,0.021421,-0.000063,0.000175
1770509740.164140,-0.751589,-0.756216,1.851072,3.141039,0.000259,-0.050030,-0.008736,0.000341,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.001590,0.022662,-0.000076,0.000173
1770509740.197452,-0.751481,-0.756228,1.851095,3.141049,0.000183,-0.050422,-0.008633,0.000337,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.001534,0.023830,-0.000090,0.000171
1770509740.230765,-0.751423,-0.756183,1.851098,3.141059,0.000166,-0.050843,-0.008552,0.000334,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.001473,0.024909,-0.000106,0.000169
1770509740.264184,-0.751392,-0.756124,1.851097,3.141070,0.000180,-0.051249,-0.008472,0.000331,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.001414,0.025915,-0.000123,0.000167
1770509740.297499,-0.751392,-0.756124,1.851097,3.141070,0.000180,-0.051249,-0.008472,0.000331,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.001359,0.026854,-0.000138,0.000165
1770509740.330832,-0.751260,-0.756214,1.851117,3.141080,0.000087,-0.051489,-0.008356,0.000325,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.001311,0.027699,-0.000152,0.000163
1770509740.364191,-0.751141,-0.756143,1.851098,3.141090,0.000003,-0.051822,-0.008292,0.000320,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.001253,0.028473,-0.000169,0.000161
1770509740.397533,-0.751073,-0.756099,1.851090,3.141101,-0.000019,-0.052097,-0.008209,0.000315,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,-0.001188,0.029199,-0.000182,0.000159
